GUBERNATURA
03/06/2024 15:00 (UTC-6)
"
"
ACTAS_ESPERADAS,ACTAS_REGISTRADAS,ACTAS_FUERA_CATALOGO,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_INCONSISTENCIAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,TOTAL_VOTOS_C_CS,TOTAL_VOTOS_S_CS,PORCENTAJE_PARTICIPACION_CIUDADANA
8166,8169,3,8166,100.0000,7414,'90.7910,10.7274,752,4409228,2477987,2468913,'56.2000
"
"
CLAVE_CASILLA,CLAVE_ACTA,ID_ENTIDAD,ENTIDAD,ID_DISTRITO_LOCAL,DISTRITO_LOCAL,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,UBICACION_CASILLA,TIPO_ACTA,TOTAL_BOLETAS_SOBRANTES,TOTAL_PERSONAS_VOTARON,TOTAL_REP_PARTIDO_CI_VOTARON,TOTAL_VOTOS_SACADOS,PAN,PRI,PRD,PVEM,PT,MC,MORENA,CAND_IND_1,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,MORENA_PT_PVEM,MORENA_PT,MORENA_PVEM,PT_PVEM,NO_REGISTRADAS,NULOS,TOTAL_VOTOS_ASENTADO,TOTAL_VOTOS_CALCULADO,LISTA_NOMINAL,REPRESENTANTES_PP_CI,OBSERVACIONES,CONTABILIZADA,MECANISMOS_TRASLADO,CODIGO_INTEGRIDAD,FECHA_HORA_ACOPIO,FECHA_HORA_CAPTURA,FECHA_HORA_VERIFICACION,ORIGEN,DIGITALIZACION,TIPO_DOCUMENTO,COTEJO
'111278C0300,111278C03000,11,GUANAJUATO,003,LEON,1278,03,C,00,1,0,270,484,4,488,344,4,0,17,4,21,76,,6,1,0,1,5,0,3,0,0,6,488,488,731,11, ,1,I,85344be76ba3b03f460fa736eb7e62b1e6a2043c4d8fd6c93873352b8725bb8b,02/06/2024 23:06:50,02/06/2024 23:09:15,02/06/2024 23:09:15,CASILLA,MOVIL,ACTA PREP,SI
'111278C0400,111278C04000,11,GUANAJUATO,003,LEON,1278,04,C,00,1,0,281,474,3,477,307,16,1,6,9,25,91,,9,1,0,0,3,0,3,0,0,6,477,477,731,10, ,1,I,a95388cbf0de8425ec4b5ff4d3f6351f165682c72b354374edc57a96cc6f5883,03/06/2024 03:23:39,03/06/2024 03:21:15,03/06/2024 03:21:15,CATD,MOVIL,ACTA PREP,SI
'111278C0500,111278C05000,11,GUANAJUATO,003,LEON,1278,05,C,00,1,0,248,508,3,511,325,7,1,3,2,31,118,,9,0,0,0,9,0,0,0,0,6,511,511,731,10, ,1,I,e8cf4f3648513c7e166fdc05f6f617dd6d35a32808caafe4df6dc00603604f19,03/06/2024 00:05:57,03/06/2024 00:09:12,03/06/2024 00:09:12,CASILLA,MOVIL,ACTA PREP,SI
'111278C0600,111278C06000,11,GUANAJUATO,003,LEON,1278,06,C,00,1,0,294,0,0,464,323,3,2,12,6,20,83,,2,2,1,0,6,0,0,0,0,4,464,464,731,10, ,1,I,2e2f6f7618df71225effe27fcf1a3fedb60caf108401c6043332bfe33941a6a5,03/06/2024 01:02:33,03/06/2024 01:04:21,03/06/2024 01:04:21,CASILLA,MOVIL,ACTA PREP,SI
'111278C0700,111278C07000,11,GUANAJUATO,003,LEON,1278,07,C,00,1,0,264,491,3,494,300,10,5,4,4,27,92,,12,6,6,0,11,0,3,1,0,13,494,494,731,9, ,1,I,9514aa3a2e47ccea5318589cdc6a5ca13220b94e13ca092cd13d18de807d75cd,02/06/2024 23:50:15,02/06/2024 23:53:40,02/06/2024 23:53:40,CASILLA,MOVIL,ACTA PREP,SI
'111278C0800,111278C08000,11,GUANAJUATO,003,LEON,1278,08,C,00,1,0,259,493,6,498,320,10,1,4,6,28,103,,6,3,2,0,5,1,1,0,0,8,498,498,731,10, ,1,I,24ff1aee7069de96ce125b20a7ac985e3d6493d990cbb5ad664b78c9c5d50d73,03/06/2024 00:07:45,03/06/2024 00:10:57,03/06/2024 00:10:57,CASILLA,MOVIL,ACTA PREP,SI
'111278C0900,111278C09000,11,GUANAJUATO,003,LEON,1278,09,C,00,1,0,255,501,2,503,324,11,1,9,3,35,100,,3,2,1,0,6,2,2,0,0,4,503,503,731,10, ,1,I,c8bedaec167f967de4434bbd0322694a9f41b61e73dc0ab03e6b894684e9baf0,02/06/2024 23:22:01,02/06/2024 23:24:06,02/06/2024 23:24:06,CASILLA,MOVIL,ACTA PREP,SI
'111278C1000,111278C10000,11,GUANAJUATO,003,LEON,1278,10,C,00,1,0,258,495,5,500,308,21,0,11,8,19,109,,11,2,0,0,5,0,0,0,1,5,500,500,731,10, ,1,I,1507f8f0deeb71d9d04d45f675379c00296d03c3a990386e8ef2600674fead13,03/06/2024 00:00:29,03/06/2024 00:03:39,03/06/2024 00:03:39,CASILLA,MOVIL,ACTA PREP,SI
'111278C1100,111278C11000,11,GUANAJUATO,003,LEON,1278,11,C,00,1,0,258,497,2,494,337,10,3,6,7,20,92,,8,5,0,1,5,2,0,0,0,3,494,499,731,10, ,1,I,69681e8178cda0ff733976d5447fb8d12759c91ae66307209f07deb99b7ae245,02/06/2024 22:54:46,02/06/2024 23:00:58,02/06/2024 23:00:58,CASILLA,MOVIL,ACTA PREP,SI
'111279B0100,111279B01000,11,GUANAJUATO,003,LEON,1279,01,B,00,1,0,217,498,0,491,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,,0,0,0,0,0,0,0,0,0,0,0,0,697,10,ALGUN CAMPO ILEGIBLE O SIN DATO,1,I,206139ecf296cfaced1f9c832be9f931f9b6a99a07d8a89705c8950718c31e35,03/06/2024 01:24:21,03/06/2024 01:27:02,03/06/2024 01:27:02,CASILLA,MOVIL,ACTA PREP,SI
'111279C0100,111279C01000,11,GUANAJUATO,003,LEON,1279,01,C,00,1,0,215,508,0,514,304,15,3,9,5,33,119,,11,3,0,0,5,0,0,0,0,7,514,514,696,11, ,1,I,25f52b6cb96629cd2eafbe06a26af1f78999555ceaa91fce5c55673490f49b28,03/06/2024 01:03:47,03/06/2024 01:05:24,03/06/2024 01:05:24,CASILLA,MOVIL,ACTA PREP,SI
'111279C0200,111279C02000,11,GUANAJUATO,003,LEON,1279,02,C,00,1,0,257,466,0,468,265,7,2,11,5,36,108,,9,3,0,0,10,4,2,0,0,6,468,468,696,11, ,1,I,cd2671a7d2826888dcbf9a99204acffb954b124de8ce90feb9575c4b045cf67b,03/06/2024 05:23:09,03/06/2024 05:27:49,03/06/2024 05:27:49,CATD,MOVIL,ACTA PREP,SI
'111279C0300,111279C03000,11,GUANAJUATO,003,LEON,1279,03,C,00,1,0,244,478,1,474,306,12,1,15,2,28,86,,11,1,0,0,8,0,0,0,0,4,474,474,696,9, ,1,I,337d8e5938304c4a238d7af96358352ad50e5a8d197982546d26475e03f9894a,03/06/2024 02:10:39,03/06/2024 02:12:52,03/06/2024 02:12:52,CASILLA,MOVIL,ACTA PREP,SI
'111279C0400,111279C04000,11,GUANAJUATO,003,LEON,1279,04,C,00,1,-,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,-,SIN ACTA,696,-,SIN ACTA POR PAQUETE ENTREGADO SIN BOLSA,0,I,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
'111280B0100,111280B01000,11,GUANAJUATO,003,LEON,1280,01,B,00,1,0,291,432,1,434,209,14,2,18,6,23,140,,6,0,0,0,7,0,4,0,0,5,434,434,697,9, ,1,I,3801f6ae5249e5ea96dad9cd2924732941c2a5e939e54b02a3fbb876ee643854,03/06/2024 00:05:56,03/06/2024 00:08:50,03/06/2024 00:08:50,CASILLA,MOVIL,ACTA PREP,SI
'111280C0100,111280C01000,11,GUANAJUATO,003,LEON,1280,01,C,00,1,0,333,391,0,391,158,10,3,12,9,22,148,,4,3,1,0,11,0,2,0,0,8,391,391,696,7, ,1,I,d958e43a7de7769fa82c38694c06f2f2183d8ae6b055d6c0d85f4561cbfa077a,02/06/2024 22:25:42,02/06/2024 22:27:47,02/06/2024 22:27:48,CASILLA,MOVIL,ACTA PREP,SI
'111281B0100,111281B01000,11,GUANAJUATO,003,LEON,1281,01,B,00,1,0,196,514,4,516,383,12,1,6,1,20,76,,10,1,1,0,2,1,0,0,0,2,516,516,686,11, ,1,I,b00d2d2cdf75f61e5f60fa8d03240c004ec4bf44f458fc08d30bdde9b26289f5,03/06/2024 02:05:37,03/06/2024 02:09:10,03/06/2024 02:09:10,CASILLA,MOVIL,ACTA PREP,SI
'111281C0100,111281C01000,11,GUANAJUATO,003,LEON,1281,01,C,00,1,0,239,475,3,476,364,10,0,7,4,22,49,,7,2,0,0,3,0,1,0,0,7,476,476,686,9, ,1,I,115032018c1e76906cbf0275411a27ac2e6a5b2f674f8b3410da655c9da2caa6,03/06/2024 02:15:15,03/06/2024 02:16:53,03/06/2024 02:16:54,CASILLA,MOVIL,ACTA PREP,SI
'111281C0200,111281C02000,11,GUANAJUATO,003,LEON,1281,02,C,00,1,0,0,0,0,0,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,ILEGIBLE,00,685,8,TODOS ILEGIBLES O SIN DATO,0,I,56b32dd4370a540e2c5dfa02149a197f0fcc6cee05cb54d39788883d47586667,03/06/2024 02:21:17,03/06/2024 05:34:34,03/06/2024 05:34:34,CASILLA,MOVIL,ACTA PREP,NO
'111282B0100,111282B01000,11,GUANAJUATO,003,LEON,1282,01,B,00,1,0,179,586,1,585,494,15,2,4,1,8,41,,10,0,0,0,5,2,0,0,0,3,585,585,743,13, ,1,I,8e0f5ce54ed430fd3d46c86174102a89b2030c4a7c892fe7404d39f3aee32c29,03/06/2024 01:45:56,03/06/2024 01:52:29,03/06/2024 01:52:29,CATD,MOVIL,ACTA PREP,SI
'111282C0100,111282C01000,11,GUANAJUATO,003,LEON,1282,01,C,00,1,0,195,581,4,586,489,15,2,3,0,18,39,,13,1,0,0,3,0,0,0,2,2,586,587,743,13, ,1,I,51d035d5fd4bfa7c5e6143f54ec3b8e695101ef4c55b9a2951d472848c8c2cc3,02/06/2024 23:20:02,03/06/2024 01:52:53,03/06/2024 01:52:53,CASILLA,MOVIL,ACTA PREP,SI
'111282C0200,111282C02000,11,GUANAJUATO,003,LEON,1282,02,C,00,1,-,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,-,SIN ACTA,743,-,SIN ACTA POR PAQUETE ENTREGADO SIN BOLSA,0,I,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
'111282C0300,111282C03000,11,GUANAJUATO,003,LEON,1282,03,C,00,1,0,188,578,0,575,456,13,5,8,1,20,55,,8,0,0,0,4,1,0,1,0,3,575,575,743,11, ,1,I,e68397217ef328a0f7ef735117375e1a36d2c258874b01ca0748341c42ad0bcd,02/06/2024 22:36:48,02/06/2024 22:39:01,02/06/2024 22:39:01,CASILLA,MOVIL,ACTA PREP,SI
'111282C0400,111282C04000,11,GUANAJUATO,003,LEON,1282,04,C,00,1,0,0,0,0,577,469,10,3,6,2,27,40,,17,SIN DATO,SIN DATO,SIN DATO,SIN DATO,2,1,SIN DATO,SIN DATO,SIN DATO,577,577,743,9,ALGUN CAMPO ILEGIBLE O SIN DATO,1,I,4e7958a80bfeb7341108b550ba7929772859c7f3b432c4cd62c4567c80334b8c,02/06/2024 22:10:16,02/06/2024 22:11:54,02/06/2024 22:11:54,CASILLA,MOVIL,ACTA PREP,SI
'111282C0500,111282C05000,11,GUANAJUATO,003,LEON,1282,05,C,00,1,0,174,586,4,591,502,15,2,0,1,15,38,,14,2,1,0,0,1,0,0,0,2,593,593,742,9, ,1,I,5fb4362874a4d68adc387482cfbd8172ce02c1b779fbf31e7089b8c3ccd8593e,02/06/2024 23:09:53,02/06/2024 23:12:55,02/06/2024 23:12:55,CASILLA,MOVIL,ACTA PREP,SI
'111282C0600,111282C06000,11,GUANAJUATO,003,LEON,1282,06,C,00,1,0,196,565,2,572,506,18,2,0,0,8,24,,6,1,0,0,3,0,0,0,0,4,572,572,742,8, ,1,I,01683e4e5703c8c337bfb835c82b9c5dff1b19b6d1ea1d619fcc1b41726f2ca2,03/06/2024 02:26:56,03/06/2024 02:37:36,03/06/2024 02:37:36,CATD,MOVIL,ACTA PREP,SI
'111282C0700,111282C07000,11,GUANAJUATO,003,LEON,1282,07,C,00,1,0,178,583,2,586,488,13,1,4,2,18,45,,8,2,0,0,2,0,0,0,0,3,586,586,742,8, ,1,I,8fe565b8d8b50b2faaccbd050f6865ddfaa08e2b7f7595696e0f3fbb1b7c16d3,03/06/2024 02:26:56,03/06/2024 02:33:11,03/06/2024 02:33:11,CATD,MOVIL,ACTA PREP,SI
'111282C0800,111282C08000,11,GUANAJUATO,003,LEON,1282,08,C,00,1,0,195,568,3,569,492,8,2,3,1,7,39,,8,4,0,1,3,0,0,0,0,1,569,569,742,7, ,1,I,9f2c5e8e7291ef5c463565c345b35c3835cbda141f0b91036df0d0af19f9ed7c,03/06/2024 00:21:29,03/06/2024 00:28:37,03/06/2024 00:28:37,CATD,MOVIL,ACTA PREP,SI
'111282C0900,111282C09000,11,GUANAJUATO,003,LEON,1282,09,C,00,1,0,180,584,2,586,489,15,1,4,1,18,45,,9,1,0,0,1,0,0,0,0,2,586,586,742,7, ,1,I,ba9d209483484665d2dac67ec47a3d23184b239a4774cd696cae21df2f59a3da,02/06/2024 22:31:00,02/06/2024 22:32:25,02/06/2024 22:32:25,CASILLA,MOVIL,ACTA PREP,SI
'111282C1000,111282C10000,11,GUANAJUATO,003,LEON,1282,10,C,00,1,0,192,569,4,574,475,16,3,2,0,15,51,,6,0,0,0,5,0,0,0,0,1,574,574,742,9, ,1,I,3608e9037682c7e2488dc3c8f246789d8f514cc0ad946386534cc7e1f988c243,02/06/2024 22:43:14,02/06/2024 22:44:54,02/06/2024 22:44:54,CASILLA,MOVIL,ACTA PREP,SI
'111282E0100,111282E01000,11,GUANAJUATO,003,LEON,1282,01,E,00,1,0,192,403,2,404,299,14,3,3,2,8,52,,7,5,1,0,1,2,1,0,0,6,404,404,571,7, ,1,I,6aa6f05eb3d4cb88b74ee9cd8dc6bd7cd44b22922bfb1cfcbdbeeaab221e509a,02/06/2024 22:16:29,02/06/2024 22:18:14,02/06/2024 22:18:14,CASILLA,MOVIL,ACTA PREP,SI
'111282E0101,111282E01010,11,GUANAJUATO,003,LEON,1282,01,E,01,1,0,204,389,3,393,294,5,4,4,3,19,47,,3,2,0,0,4,0,2,0,0,6,393,393,570,0, ,1,I,d75b50397fc470251df49b6f970108faf36a157a9205d017567a28ac0b60afff,02/06/2024 23:20:43,02/06/2024 23:23:21,02/06/2024 23:23:21,CASILLA,MOVIL,ACTA PREP,SI
'111282E0102,111282E01020,11,GUANAJUATO,003,LEON,1282,01,E,02,1,0,225,368,2,371,246,15,3,5,3,8,71,,4,4,0,0,6,0,0,1,0,5,371,371,570,0, ,1,I,378da581621e23281d99a30671f0fad2fbfa0208829583d4e4b800afbe2d1342,02/06/2024 22:46:16,02/06/2024 22:48:30,02/06/2024 22:48:30,CASILLA,MOVIL,ACTA PREP,SI
'111282S0100,111282S01000,11,GUANAJUATO,003,LEON,1282,01,S,00,1,0,865,163,0,163,115,12,0,0,0,6,17,,3,0,0,0,4,0,0,0,0,6,163,163,0,10, ,1,I,3886ec4bf07ea839ac570bbeec77bc5f7cc88666d97f851d3872a568f0a8c6bd,03/06/2024 00:12:30,03/06/2024 00:15:53,03/06/2024 00:15:53,CASILLA,MOVIL,ACTA PREP,SI
'111283B0100,111283B01000,11,GUANAJUATO,003,LEON,1283,01,B,00,1,0,257,453,2,455,329,15,2,8,0,13,66,,7,0,0,0,5,0,0,0,0,0,0,445,685,10, ,1,I,217ddf771e0cc2bae3d4bfc8a30d321ae14f55a849ba89a56d84ea3e232ffeca,03/06/2024 01:27:01,03/06/2024 01:29:30,03/06/2024 01:29:30,CASILLA,MOVIL,ACTA PREP,SI
'111283C0100,111283C01000,11,GUANAJUATO,003,LEON,1283,01,C,00,1,0,235,472,5,476,354,9,5,5,4,19,73,,0,0,0,0,0,0,0,0,0,7,476,476,685,9, ,1,I,2512a2268bed758d6ae75a8f3a4d4bae89483900c860663093373950a3423c5a,02/06/2024 23:22:21,02/06/2024 23:28:32,02/06/2024 23:28:32,CASILLA,MOVIL,ACTA PREP,SI
'111283C0200,111283C02000,11,GUANAJUATO,003,LEON,1283,02,C,00,1,0,254,453,3,458,317,13,2,4,2,22,74,,14,0,1,0,4,1,0,0,0,4,458,458,685,11, ,1,I,88c07e7d0dbf042d6402d24a5b5c1b811364965fccef67fcd976a135b8656027,03/06/2024 00:57:31,03/06/2024 00:58:58,03/06/2024 00:58:58,CASILLA,MOVIL,ACTA PREP,SI
'111283C0300,111283C03000,11,GUANAJUATO,003,LEON,1283,03,C,00,1,0,243,464,2,466,324,12,4,4,4,29,66,,12,3,0,0,6,0,0,0,0,2,466,466,685,8, ,1,I,fb677e73f5fcf9aba8a0af1674370772d646d88142e7a4dfed726a7e4dc01d26,03/06/2024 00:18:38,03/06/2024 00:24:27,03/06/2024 00:24:27,CASILLA,MOVIL,ACTA PREP,SI
'111283C0400,111283C04000,11,GUANAJUATO,003,LEON,1283,04,C,00,1,0,277,432,3,439,293,17,0,2,1,26,87,,6,1,0,0,4,0,0,0,0,2,439,439,685,12, ,1,I,6d74d53a56dd175f0e3842cf922bb0c096bdc859e68d6c0ec2834ba591949f2e,03/06/2024 00:36:12,03/06/2024 00:40:24,03/06/2024 00:40:25,CASILLA,MOVIL,ACTA PREP,SI
'111283C0500,111283C05000,11,GUANAJUATO,003,LEON,1283,05,C,00,1,-,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,-,SIN ACTA,685,-,SIN ACTA POR PAQUETE ENTREGADO SIN BOLSA,0,I,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
'111283C0600,111283C06000,11,GUANAJUATO,003,LEON,1283,06,C,00,1,0,260,451,0,450,325,12,2,4,6,17,70,,6,0,0,0,4,2,0,0,0,2,450,450,685,6, ,1,I,8c45f2aa43a82925efad983e06eb0bbf59de92436dcc79eb8f004f6cc6bb78de,03/06/2024 02:25:02,03/06/2024 02:27:27,03/06/2024 02:27:27,CASILLA,MOVIL,ACTA PREP,SI
'111284B0100,111284B01000,11,GUANAJUATO,003,LEON,1284,01,B,00,1,0,366,392,1,405,248,10,1,10,4,24,103,,0,0,0,0,0,0,0,0,0,5,405,405,746,12, ,1,I,c8d0df50495711657534e1d4b6c48f8181318aa27fcae7ae34d91cf96f2fb10b,02/06/2024 22:43:04,03/06/2024 02:33:29,03/06/2024 02:33:29,CASILLA,MOVIL,ACTA PREP,SI
'111284C0100,111284C01000,11,GUANAJUATO,003,LEON,1284,01,C,00,1,0,310,462,1,463,234,6,2,11,8,26,141,,10,1,0,0,13,1,1,0,0,9,463,463,746,11, ,1,I,587b4da5aabf69381017e1be39983988d03a0fd02a8451cdad150f7c0762aa73,02/06/2024 23:55:04,02/06/2024 23:59:36,02/06/2024 23:59:36,CASILLA,MOVIL,ACTA PREP,SI
'111284C0200,111284C02000,11,GUANAJUATO,003,LEON,1284,02,C,00,1,0,300,471,2,473,265,16,4,12,3,28,141,,0,0,0,0,0,0,0,0,SIN DATO,SIN DATO,0,469,745,10,ALGUN CAMPO ILEGIBLE O SIN DATO,1,I,8232dd23ae7ea93b6c0d74e20e1d8a76b7abc11ddb5c83a6f2c24145f2fbe0e9,02/06/2024 23:07:41,02/06/2024 23:10:59,02/06/2024 23:10:59,CASILLA,MOVIL,ACTA PREP,SI
'111284C0300,111284C03000,11,GUANAJUATO,003,LEON,1284,03,C,00,1,0,332,439,2,441,229,13,3,10,5,26,136,,1,5,1,0,2,4,0,0,0,6,441,441,745,10, ,1,I,052762bc89858b92f4b66e3a15d6d4eb9eed9efa4c8d794df1234f903c1ff060,02/06/2024 22:47:52,02/06/2024 22:49:15,02/06/2024 22:49:15,CASILLA,MOVIL,ACTA PREP,SI
'111284C0400,111284C04000,11,GUANAJUATO,003,LEON,1284,04,C,00,1,0,315,454,4,458,261,17,4,10,4,32,99,,7,1,0,0,11,0,3,1,0,8,458,458,745,10, ,1,I,1865704d65b321097c5e4d4c731c766db8d052dd67a15777f01a7f669b78c046,02/06/2024 22:39:57,02/06/2024 22:41:23,02/06/2024 22:41:23,CASILLA,MOVIL,ACTA PREP,SI
'111284C0500,111284C05000,11,GUANAJUATO,003,LEON,1284,05,C,00,1,0,346,427,0,426,228,12,1,8,11,22,120,,5,0,0,0,0,0,0,0,0,7,426,414,745,10, ,1,I,1bb9d3aa54cfc53513769b0c3f876c14f4af6cead0c21e183b55fca4961cfcd4,02/06/2024 22:45:12,02/06/2024 22:46:43,02/06/2024 22:46:43,CASILLA,MOVIL,ACTA PREP,SI
'111284C0600,111284C06000,11,GUANAJUATO,003,LEON,1284,06,C,00,1,0,352,419,2,423,219,9,2,5,4,28,128,,11,3,0,0,6,0,1,1,0,6,423,423,745,9, ,1,I,ee15f1e261160571f9d35611eae2ab2d09029dd792f6aa5956ed4798d0a86560,02/06/2024 22:28:16,02/06/2024 22:29:30,02/06/2024 22:29:30,CASILLA,MOVIL,ACTA PREP,SI
'111284C0700,111284C07000,11,GUANAJUATO,003,LEON,1284,07,C,00,1,0,323,445,1,449,263,8,1,14,4,25,109,,10,0,0,0,6,0,0,0,0,9,449,449,745,9, ,1,I,de00497c0e0144259501c9664339f6e48fc2d81b1c9ccbae0d81f3ea04338e8b,02/06/2024 22:31:51,02/06/2024 22:33:23,02/06/2024 22:33:23,CASILLA,MOVIL,ACTA PREP,SI
'111284C0800,111284C08000,11,GUANAJUATO,003,LEON,1284,08,C,00,1,0,307,463,2,465,256,13,0,8,3,22,134,,6,4,0,0,7,2,3,1,0,6,465,465,745,9, ,1,I,33db030d35228fe6d49fa08117302b8a2bb520f315506ac0469b840834284577,02/06/2024 22:53:02,02/06/2024 22:55:14,02/06/2024 22:55:14,CASILLA,MOVIL,ACTA PREP,SI
'111284C0900,111284C09000,11,GUANAJUATO,003,LEON,1284,09,C,00,1,0,357,414,1,415,215,11,1,10,8,21,129,,6,1,0,0,5,2,1,0,0,4,415,414,745,7, ,1,I,1a81edb635a3794e8c88557aa6631f6cb277999c471c9c0e3fc4fb1f3c174a72,02/06/2024 22:03:24,02/06/2024 22:04:55,02/06/2024 22:04:55,CASILLA,MOVIL,ACTA PREP,SI
'111284C1000,111284C10000,11,GUANAJUATO,003,LEON,1284,10,C,00,1,0,316,455,1,456,264,13,2,13,6,20,105,,13,1,0,0,10,0,3,0,1,5,456,456,745,7, ,1,I,24f53375def920c34836cd65c3b7b63b13a8c8f1d374f9a8c25825cc323af97a,02/06/2024 22:18:34,02/06/2024 22:19:53,02/06/2024 22:19:53,CASILLA,MOVIL,ACTA PREP,SI
'111284C1100,111284C11000,11,GUANAJUATO,003,LEON,1284,11,C,00,1,0,363,409,1,409,215,12,1,14,3,20,117,,12,1,0,0,8,1,0,0,2,3,409,409,745,7, ,1,I,05dfc7fbf4adf48fa7750cdcf02be3fa9d29d07868629589e42504f6d189e27d,02/06/2024 23:19:56,02/06/2024 23:22:21,02/06/2024 23:22:21,CASILLA,MOVIL,ACTA PREP,SI
'111286B0100,111286B01000,11,GUANAJUATO,003,LEON,1286,01,B,00,1,0,228,518,0,517,325,7,0,9,3,17,124,,14,2,1,0,9,0,0,1,0,5,517,517,715,10, ,1,I,a0efcba04bf22fd1e4be3968bf506b72f76cbf9596205d64a5c50dee57df9e02,02/06/2024 23:55:10,02/06/2024 23:57:58,02/06/2024 23:57:59,CASILLA,MOVIL,ACTA PREP,SI
'111286C0100,111286C01000,11,GUANAJUATO,003,LEON,1286,01,C,00,1,0,212,528,1,529,316,13,2,17,8,20,128,,7,0,0,0,7,0,2,1,0,6,529,527,714,8, ,1,I,f216b4280f0040553d4bf45a1ecc7c81824b0afd5b87124375d3f76d2bd82db8,02/06/2024 23:51:06,02/06/2024 23:54:50,02/06/2024 23:54:50,CASILLA,MOVIL,ACTA PREP,SI
'111286C0200,111286C02000,11,GUANAJUATO,003,LEON,1286,02,C,00,1,0,247,491,3,494,277,16,1,9,6,27,124,,11,3,1,0,8,1,3,0,0,7,494,494,714,7, ,1,I,1e71d2330ccdce534c981e7d576c035973f4ddf3347cf3e75b541c2c700f4de5,03/06/2024 00:04:07,03/06/2024 00:10:07,03/06/2024 00:10:07,CASILLA,MOVIL,ACTA PREP,SI
'111287B0100,111287B01000,11,GUANAJUATO,003,LEON,1287,01,B,00,1,0,227,459,2,462,288,12,0,5,3,15,106,,10,2,0,1,11,0,2,1,0,6,462,462,661,9, ,1,I,cfa9681caf71f19213928dec8447afb9b87fc096c3fc409bde976987bf97db14,03/06/2024 01:38:31,03/06/2024 01:42:22,03/06/2024 01:42:22,CASILLA,MOVIL,ACTA PREP,SI
'111287C0100,111287C01000,11,GUANAJUATO,003,LEON,1287,01,C,00,1,0,219,469,0,466,303,12,1,7,3,23,89,,8,1,1,0,5,2,1,1,0,9,466,466,660,7, ,1,I,84220f6a07e613c5f6a6fda3534e6cf9a6df0f369333dda40464bf5f66083078,03/06/2024 00:28:29,03/06/2024 00:32:59,03/06/2024 00:32:59,CASILLA,MOVIL,ACTA PREP,SI
'111287C0200,111287C02000,11,GUANAJUATO,003,LEON,1287,02,C,00,1,0,231,453,3,456,293,8,1,6,6,21,86,,16,4,0,0,6,0,1,0,0,8,456,456,660,9, ,1,I,4b7953a6f438dc378ce8c4b9c839c070ff1b6df41857bcd51ff1ffae68eb3493,03/06/2024 00:24:22,03/06/2024 00:29:54,03/06/2024 00:29:54,CASILLA,MOVIL,ACTA PREP,SI
'111287C0300,111287C03000,11,GUANAJUATO,003,LEON,1287,03,C,00,1,0,228,456,2,458,279,21,2,6,3,23,106,,4,0,1,1,2,1,1,1,0,8,458,459,660,10, ,1,I,8edfb7f33a6c6a70eb9c198529623f68873e1f8ce60f34d318a41d4d74fefb5a,03/06/2024 00:36:07,03/06/2024 00:39:50,03/06/2024 00:39:50,CASILLA,MOVIL,ACTA PREP,SI
'111288B0100,111288B01000,11,GUANAJUATO,003,LEON,1288,01,B,00,1,0,244,461,2,463,256,8,2,6,3,14,140,,8,1,0,0,10,2,5,0,0,8,463,463,680,9, ,1,I,6c99fb8b56da168c4e77d5725181a74b49ec89c7d12d2caa3eb323230d9ce74a,02/06/2024 23:24:19,02/06/2024 23:27:16,02/06/2024 23:27:16,CASILLA,MOVIL,ACTA PREP,SI
